abnegate_verb,negative
abnegation_noun,negative
abnormal_adjective,negative
abnormal_propernoun,negative
abnormalcy_noun,negative
abnormality_noun,negative
abo_noun,negative
aboard_propernoun,positive
abode_noun,positive
aboho_propernoun,positive
abolish_verb,negative
abolishment_noun,negative
abolition_noun,neutral
abolitionist_noun,neutral
abominable_adjective,negative
abomination_noun,negative
abominator_noun,neutral
abonnement_noun,negative
abonnieren_noun,negative
abor_noun,neutral
aboricultural_noun,positive
aboriginal_adjective,neutral
aboriginal_noun,positive
aboriginal_propernoun,positive
aborigine_noun,negative
aborigine_propernoun,negative
abort_noun,negative
abort_propernoun,negative
abort_verb,negative
aborted_adjective,negative
aborticide_noun,negative
abortifacient_noun,negative
abortion_noun,neutral
abortion_propernoun,neutral
abortionist_noun,negative
abortive_adjective,negative
aboud_adjective,negative
aboulia_noun,neutral
aboulic_adjective,neutral
abound_verb,positive
abounding_adjective,neutral
about-face_noun,negative
about_adjective,neutral
about_propernoun,negative
above-mentioned_adjective,neutral
above-named_adjective,neutral
above_adjective,positive
above_propernoun,positive
aboveboard_adjective,positive
aboveground_noun,positive
aboveground_propernoun,negative
abr_noun,negative
abr_propernoun,positive
abradant_noun,negative
abrade_verb,negative
abrader_noun,negative
abraham_noun,neutral
abraham_propernoun,neutral
abramoff_propernoun,neutral
abrams_propernoun,neutral
abramson_propernoun,positive
abranchial_adjective,negative
abranchiate_adjective,negative
abranchious_adjective,negative
abrase_verb,negative
abrasion_noun,negative
abrasive_adjective,negative
abrasive_noun,negative
abrasive_propernoun,negative
abrasiveness_noun,negative
abraxane_propernoun,positive
abreaction_noun,positive
abreu_propernoun,positive
abreviated_adjective,negative
abridge_verb,negative
abridged_adjective,positive
abridgement_noun,negative
abridger_noun,neutral
abridgment_noun,negative
abril_propernoun,positive
abroach_adjective,neutral
abroad_adjective,neutral
abrogate_verb,negative
abrogation_noun,negative
abrogator_propernoun,negative
abrunden_noun,negative
abrupt_adjective,negative
abruption_noun,negative
abruptly-pinnate_adjective,neutral
abruptness_noun,negative
absalom_propernoun,positive
absatz_propernoun,negative
abscess_noun,negative
abscond_verb,negative
absconding_noun,negative
abscondment_noun,neutral
abseil_noun,neutral
abseil_verb,neutral
abseiler_noun,neutral
abseiling_noun,positive
absence_noun,negative
absendung_propernoun,negative
absent_adjective,negative
absent_verb,negative
absentee_noun,negative
absentee_propernoun,positive
absenteeism_noun,negative
absentminded_adjective,negative
absessed_propernoun,negative
absinth_noun,neutral
absinthe_noun,neutral
absolut_noun,negative
absolute_adjective,positive
absoluteness_noun,negative
absolution_noun,positive
absolutism_noun,negative
absolutist_adjective,neutral
absolutistic_adjective,neutral
absolve_verb,neutral
absolved_adjective,positive
absolvitory_adjective,positive
absorb_verb,neutral
absorbable_adjective,positive
absorbance_noun,positive
absorbed_adjective,negative
absorbefacient_adjective,neutral
absorbency_noun,positive
absorbent_adjective,positive
absorber_noun,negative
absorbing_adjective,positive
absorbtion_noun,positive
absorption_noun,positive
absorption_propernoun,negative
absorptive_adjective,positive
abspielen_adjective,negative
abspritzenn_noun,negative
absquatulate_verb,negative
abstain_verb,neutral
abstainer_noun,negative
abstemious_adjective,positive
abstention_noun,negative
abstentious_adjective,neutral
abstinence_noun,positive
abstinent_adjective,neutral
abstinent_noun,negative
abstract_adjective,neutral
abstract_noun,negative
abstract_propernoun,positive
abstract_verb,negative
abstracted_adjective,negative
abstractedness_noun,positive
abstracter_noun,neutral
abstraction_noun,negative
abstractionism_noun,neutral
abstractionist_adjective,negative
abstractness_noun,positive
abstractor_noun,neutral
abstruse_adjective,negative
abstruseness_noun,negative
abstrusity_noun,negative
absurd_adjective,negative
absurdity_noun,negative
absurdness_noun,negative
abta_noun,positive
abteilung_propernoun,negative
abu_propernoun,negative
abulia_noun,neutral
abulic_adjective,neutral
abundance_noun,positive
abundance_propernoun,positive
abundant_adjective,positive
abusae_noun,negative
abuse_noun,negative
abuse_verb,negative
abuseand_noun,negative
abused_adjective,positive
abuser_noun,negative
abuser_propernoun,negative
abusing_propernoun,negative
abusive_adjective,negative
abut_verb,positive
abuzz_adjective,neutral
abv_noun,positive
aby_verb,positive
abydos_propernoun,positive
abye_verb,positive
abyla_noun,neutral
abysm_noun,negative
abysmal_adjective,negative
abyss_noun,negative
abyssal_adjective,negative
abyssinia_noun,neutral
ac_noun,neutral
acabq_propernoun,positive
acadamy_noun,positive
acade_noun,positive
academe_noun,neutral
academia_noun,neutral
academia_propernoun,neutral
academic_adjective,neutral
academic_noun,positive
academic_propernoun,neutral
academical_propernoun,positive
academician_noun,positive
academicism_noun,neutral
academism_noun,neutral
academy_noun,neutral
academy_propernoun,neutral
acadian_adjective,positive
acadian_propernoun,positive
acadiana_propernoun,positive
acai_noun,positive
acai_propernoun,positive
acantha_noun,positive
acanthisittidae_noun,neutral
acanthoid_adjective,negative
acanthous_adjective,negative
acanthus_noun,positive
acapnia_noun,negative
acapnial_adjective,neutral
acapnic_adjective,neutral
acapnotic_adjective,neutral
acappellas_propernoun,positive
acaracide_noun,neutral
acariasis_noun,neutral
acaricide_noun,neutral
acaridiasis_noun,neutral
acariosis_noun,neutral
acarologists_noun,positive
acarpellous_adjective,positive
acarpelous_adjective,positive
acaryote_noun,neutral
acaudal_adjective,negative
acaudate_adjective,negative
acaulescent_adjective,negative
acc_noun,positive
acc_propernoun,neutral
acca_noun,positive
acca_propernoun,positive
accc_noun,negative
accede_verb,positive
accelerate_propernoun,positive
accelerate_verb,positive
accelerated_adjective,negative
acceleration_noun,neutral
acceleration_propernoun,neutral
accelerative_adjective,neutral
accelerator_noun,positive
accelerator_propernoun,negative
acceleratory_adjective,neutral
accelerometer_noun,positive
accellerate_noun,positive
accent_noun,neutral
accent_propernoun,neutral
accent_verb,positive
accented_adjective,negative
accenthome_propernoun,positive
accenting_noun,neutral
accentuate_verb,positive
accentuation_noun,neutral
accept_propernoun,positive
accept_verb,positive
acceptability_noun,positive
acceptable_adjective,positive
acceptableness_noun,positive
acceptance_noun,positive
acceptance_propernoun,neutral
acceptant_adjective,negative
acceptation_noun,positive
accepted_adjective,positive
acceptive_adjective,negative
acceptor_noun,positive
access_noun,neutral
access_propernoun,positive
access_verb,neutral
accessary_adjective,positive
accessary_noun,positive
accessibility_noun,positive
accessibility_propernoun,neutral
accessible_adjective,positive
accessiblity_noun,negative
accessing_noun,negative
accessing_propernoun,negative
accession_noun,positive
accessor_propernoun,positive
accessorie_propernoun,neutral
accessory_adjective,positive
accessory_noun,neutral
accessory_propernoun,neutral
accessorybedroom_propernoun,positive
accho_noun,positive
acciaccatura_noun,neutral
accident_noun,negative
accident_propernoun,neutral
accidental_adjective,negative
accidental_propernoun,neutral
accis_noun,positive
acclaim_noun,positive
acclaim_verb,positive
acclaimation_noun,positive
acclaimed_adjective,positive
acclaimed_propernoun,positive
acclamation_noun,positive
acclimate_verb,neutral
acclimation_noun,neutral
acclimatisation_noun,neutral
acclimatise_verb,neutral
acclimatization_noun,neutral
acclimatize_verb,neutral
acclinet_noun,positive
acclivitous_adjective,negative
acclivity_noun,positive
accolade_noun,positive
accom_noun,positive
accomadation_noun,positive
accommodate_verb,positive
accommodating_adjective,negative
accommodation_noun,positive
accommodation_propernoun,neutral
accommodative_adjective,negative
accommodator_noun,neutral
accomodate_verb,positive
accomodated_verb,positive
accomodation_noun,positive
accomodation_propernoun,positive
accomodations_noun,positive
accompanied_adjective,positive
accompaniment_noun,positive
accompanist_noun,neutral
accompany_verb,positive
accompanying_adjective,positive
accompanyist_noun,neutral
accompli_noun,negative
accomplice_noun,positive
accomplish_verb,positive
accomplishable_adjective,positive
accomplished_adjective,positive
accomplishment_noun,positive
acconut_noun,positive
accord_noun,positive
accord_propernoun,positive
accord_verb,positive
accordance_noun,positive
accordant_adjective,positive
accorders_noun,positive
accordion_noun,positive
accordionist_noun,positive
accost_verb,negative
accouchement_noun,negative
accoucheur_noun,neutral
accoucheuse_noun,neutral
accoun_noun,negative
account_noun,neutral
account_propernoun,neutral
account_verb,neutral
accountability_noun,neutral
accountability_propernoun,neutral
accountable_adjective,positive
accountable_propernoun,positive
accountancy_noun,neutral
accountancy_propernoun,neutral
accountant_noun,negative
accountant_propernoun,neutral
accountemps_propernoun,positive
accounting_noun,neutral
accounting_propernoun,neutral
accouter_verb,neutral
accoutered_adjective,neutral
accouterment_noun,positive
accouting_propernoun,positive
accoutre_verb,neutral
accoutred_adjective,neutral
accoutrement_noun,positive
accpac_noun,positive
accra_propernoun,negative
accredit_verb,positive
accreditation_noun,positive
accreditation_propernoun,neutral
accredited_adjective,neutral
accredited_propernoun,positive
accreditied_verb,positive
accrete_verb,negative
accretion_noun,positive
accross_noun,positive
accrual_noun,positive
accrual_propernoun,negative
accrue_verb,positive
accrued_adjective,neutral
accruement_noun,positive
accu_propernoun,positive
acculturation_noun,positive
acculturational_adjective,neutral
acculturative_adjective,neutral
accumbent_adjective,positive
accumulate_verb,negative
accumulated_adjective,neutral
accumulation_noun,neutral
accumulation_propernoun,positive
accumulative_adjective,negative
accumulator_noun,neutral
accumulator_propernoun,positive
accuracy_noun,positive
accuracy_propernoun,positive
accurate_adjective,positive
accurate_propernoun,positive
accursed_adjective,negative
accurst_adjective,neutral
accusal_noun,negative
accusation_noun,negative
accusative_adjective,positive
accusatorial_adjective,positive
accusatory_adjective,positive
accuse_propernoun,negative
accuse_verb,negative
accused_adjective,negative
accused_propernoun,negative
accuser_noun,negative
accusing_adjective,positive
accusive_adjective,positive
accustom_adjective,negative
accustom_verb,positive
accustomed_adjective,positive
accustomedness_noun,negative
accustoming_noun,negative
accuweather_propernoun,positive
acdsee_noun,positive
ace_adjective,positive
ace_noun,neutral
ace_propernoun,negative
ace_verb,negative
acebutolol_noun,neutral
acedia_noun,negative
aceh_propernoun,neutral
acehnese_adjective,negative
acehnese_propernoun,negative
acellular_adjective,negative
acephalia_noun,neutral
acephalism_noun,neutral
acephaly_noun,neutral
acer_propernoun,positive
acerate_adjective,neutral
acerb_adjective,negative
acerbate_verb,negative
acerbic_adjective,negative
acerbity_noun,negative
acerose_adjective,neutral
acetabular_adjective,neutral
acetaldehyde_noun,neutral
acetamide_noun,neutral
acetaminophen_noun,negative
acetaminophen_propernoun,neutral
acetanilid_noun,neutral
acetanilide_noun,neutral
acetate_noun,negative
acetify_verb,negative
acetone_noun,negative
acetonemia_noun,neutral
acetonuria_noun,neutral
acetophenetidin_noun,neutral
acetose_adjective,neutral
acetous_adjective,neutral
acetphenetidin_noun,neutral
acetum_noun,neutral
acetylate_verb,neutral
acetylcholine_noun,neutral
acetylene_noun,neutral
acetylise_verb,neutral
acetylize_verb,neutral
acg_propernoun,positive
ach_noun,positive
achaean_noun,neutral
achaian_noun,neutral
ache_noun,negative
ache_propernoun,negative
ache_verb,negative
acheive_verb,positive
acheronian_adjective,neutral
acherontic_adjective,neutral
achievability_noun,positive
achievable_adjective,positive
achieve_propernoun,positive
achieve_verb,positive
achievement_noun,positive
achievement_propernoun,neutral
achiever_noun,positive
achieving_propernoun,negative
achievment_noun,positive
achilles_propernoun,negative
achilles_verb,positive
aching_adjective,negative
aching_noun,negative
aching_propernoun,negative
achira_noun,neutral
achivement_adjective,positive
achlamydeous_adjective,negative
achmed_propernoun,negative
acholia_noun,neutral
achondritic_adjective,positive
achondroplasia_noun,neutral
achondroplasty_noun,neutral
achromasia_noun,positive
achromatic_adjective,negative
achromaticity_noun,negative
achromatinic_adjective,negative
achromatise_verb,neutral
achromatism_noun,negative
achromatize_verb,neutral
achromic_adjective,neutral
achromous_adjective,neutral
achromycin_noun,negative
achter_noun,negative
achtergelaten_noun,negative
achy_adjective,negative
achyranthes_propernoun,negative
aci_noun,positive
aci_propernoun,positive
acicular_adjective,neutral
acid-loving_adjective,positive
acid-tasting_adjective,neutral
acid_adjective,negative
acid_noun,neutral
acid_propernoun,negative
acidic_adjective,negative
acidification_noun,positive
acidify_verb,negative
acidity_noun,positive
acidophil_noun,neutral
acidophile_noun,neutral
acidophilic_adjective,neutral
acidophilous_adjective,neutral
acidophilus_noun,positive
acidosis_noun,negative
acidulate_verb,negative
acidulent_adjective,negative
acidulous_adjective,negative
acidulousness_noun,negative
aciduric_adjective,neutral
acinar_adjective,neutral
acinic_adjective,neutral
acinose_adjective,neutral
acinous_adjective,neutral
aciphex_propernoun,negative
ack-ack_noun,negative
ack_noun,negative
ack_propernoun,negative
ackee_noun,neutral
ackerman_propernoun,positive
ackermann_propernoun,positive
acknoweldgement_noun,positive
acknowledge_verb,positive
acknowledged_adjective,negative
acknowledgement_noun,positive
acknowledgement_propernoun,positive
acknowledgment_noun,neutral
acks_noun,negative
acl_noun,negative
aclu_propernoun,negative
acm_noun,positive
acme_noun,positive
acme_propernoun,negative
acmi_propernoun,positive
acn_propernoun,positive
acne_noun,neutral
acne_propernoun,negative
acned_adjective,neutral
acnova_propernoun,positive
acocanthera_noun,neutral
acokanthera_noun,neutral
acommodation_noun,neutral
aconcagua_propernoun,negative
acores_noun,neutral
acoustic_adjective,positive
acoustic_noun,positive
acoustic_propernoun,neutral
acoustical_adjective,positive
acoustical_propernoun,negative
acousticophobia_noun,neutral
acp_noun,positive
acp_propernoun,positive
acpi_noun,positive
acpi_propernoun,neutral
acquaint_verb,positive
acquaintance_noun,positive
acquaintance_propernoun,positive
acquaintanceship_noun,positive
acquiesce_verb,negative
acquiescence_noun,positive
acquiescent_adjective,neutral
acquire_verb,neutral
acquirement_noun,positive
acquirer_noun,positive
acquiring_noun,neutral
acquiring_propernoun,negative
acquis_noun,positive
acquisition_noun,positive
acquisition_propernoun,neutral
acquisitive_adjective,negative
acquit_verb,positive
acquittal_noun,positive
acquittance_noun,negative
acragas_noun,neutral
acrc_propernoun,positive
acre_noun,neutral
acre_propernoun,positive
acreage_noun,positive
acrid_adjective,negative
acrididae_noun,neutral
acridity_noun,neutral
acridness_noun,neutral
acrilan_noun,neutral
acrimony_noun,negative
acroanaesthesia_noun,neutral
acroanesthesia_noun,neutral
acrobat_noun,neutral
acrobat_propernoun,neutral
acrobatic_adjective,positive
acrobatic_propernoun,positive
acrobatics_noun,negative
acrocarp_noun,positive
acrocarpous_adjective,positive
acrocephaly_noun,neutral
acrogenic_adjective,neutral
acrogenous_adjective,neutral
acrolein_noun,neutral
acroma_propernoun,positive
acromegalia_noun,neutral
acromegaly_noun,neutral
acromicria_noun,neutral
acromikria_noun,neutral
acronis_propernoun,positive
acronym_noun,neutral
acronymic_adjective,neutral
acronymous_adjective,neutral
acropetal_adjective,positive
acropolis_propernoun,negative
acroscopic_adjective,positive
across-the-board_adjective,positive
acrs_propernoun,negative
acrylamide_noun,negative
acrylate_noun,positive
acrylic_adjective,neutral
acrylic_noun,positive
acrylic_propernoun,negative
acrylonitrile-butadiene-styrene_noun,neutral
acrylonitrile_noun,neutral
act_noun,neutral
act_propernoun,neutral
act_verb,neutral
actable_adjective,negative
acte_noun,negative
acte_propernoun,negative
actel_propernoun,neutral
actes_noun,negative
acth_noun,negative
actiivities_noun,positive
actin_noun,neutral
actinal_adjective,positive
actinaria_noun,neutral
acting_noun,positive
acting_propernoun,neutral
actinia_noun,neutral
actinian_noun,neutral
actiniaria_noun,neutral
actiniarian_noun,neutral
actinide_noun,neutral
actinoid_noun,neutral
actinometric_adjective,neutral
actinometrical_adjective,neutral
actinomorphic_adjective,positive
actinomorphous_adjective,positive
actinomyces_propernoun,negative
actinomycetal_adjective,neutral
actinomycetous_adjective,neutral
actinon_noun,neutral
actinophylla_noun,negative
actinotherapy_noun,neutral
actinozoa_noun,neutral
actinozoan_noun,neutral
action_noun,neutral
action_propernoun,neutral
action_verb,positive
actionable_adjective,positive
actionextra_propernoun,negative
actionscript_noun,positive
actionscript_propernoun,positive
actionservlet_propernoun,negative
actionstool_propernoun,positive
actium_propernoun,negative
activaeon_noun,positive
activate_verb,positive
activated_adjective,negative
activating_adjective,neutral
activating_noun,negative
activation_noun,negative
activator_noun,positive
active_adjective,positive
active_noun,positive
active_propernoun,positive
activeness_noun,positive
activeroles_propernoun,positive
activescan_propernoun,negative
activewear_noun,negative
activex_noun,negative
activex_propernoun,neutral
activision_propernoun,positive
activism_noun,negative
activism_propernoun,neutral
activist_adjective,neutral
activist_noun,neutral
activist_propernoun,negative
activistic_adjective,neutral
activites_noun,negative
activitiy_noun,negative
activity_noun,neutral
activity_propernoun,neutral
actor_noun,neutral
actor_propernoun,positive
actress_noun,negative
actual_adjective,positive
actual_propernoun,positive
actualisation_noun,positive
actualise_verb,positive
actuality_noun,positive
actualization_noun,neutral
actualize_propernoun,negative
actualize_verb,positive
actuarial_adjective,positive
actuarial_propernoun,negative
actuary_noun,negative
actuate_propernoun,positive
actuate_verb,neutral
actuating_adjective,neutral
actuation_noun,negative
actuation_propernoun,positive
actuator_noun,negative
actuator_propernoun,negative
acu_propernoun,positive
acuate_adjective,negative
acuity_noun,positive
acular_noun,neutral
aculaser_propernoun,positive
aculeate_adjective,neutral
aculeated_adjective,neutral
acumen_noun,positive
acumen_propernoun,positive
acupressure_noun,positive
acupuncture_noun,neutral
acura_propernoun,positive
acurate_adjective,positive
acurian_propernoun,negative
acutance_noun,positive
acute_adjective,neutral
acute_noun,negative
acute_propernoun,negative
acuteness_noun,negative
acws_noun,negative
acyclic_adjective,negative
acyclic_propernoun,positive
acyclovir_noun,negative
acyclovir_propernoun,negative
acyl_propernoun,negative
acylglycerol_noun,neutral
ad-lib_verb,positive
ad_noun,neutral
ada_noun,positive
ada_propernoun,negative
adactylia_noun,neutral
adactylism_noun,neutral
adactyly_noun,neutral
adage_noun,positive
adalia_noun,neutral
adalimumab_noun,positive
adam-and-eve_noun,neutral
adam_noun,positive
adam_propernoun,neutral
adamance_noun,neutral
adamant_adjective,negative
adamant_noun,negative
adamantane_noun,negative
adamantine_adjective,negative
adamson_propernoun,positive
adana_noun,neutral
adapative_adjective,positive
adapin_noun,neutral
adapt_verb,neutral
adaptability_noun,positive
adaptable_adjective,positive
adaptation_noun,positive
adaptation_propernoun,positive
adaptative_adjective,positive
adapted_adjective,positive
adapter_noun,neutral
adapter_propernoun,neutral
adapting_noun,negative
adaption_noun,positive
adaptive_adjective,positive
adaptive_propernoun,neutral
adaptogenic_adjective,positive
adaptor_noun,neutral
adaptor_propernoun,neutral
adaxial_adjective,negative
adb_propernoun,positive
adc_propernoun,neutral
add-in_noun,neutral
add-on_noun,positive
add_noun,negative
add_propernoun,negative
add_verb,neutral
addable_adjective,neutral
added_adjective,positive
added_propernoun,positive
addendum_noun,negative
addendum_propernoun,negative
adderall_noun,negative
addible_adjective,neutral
addict_noun,negative
addict_propernoun,positive
addict_verb,negative
addicted_adjective,positive
addicting_adjective,positive
addiction_noun,negative
addiction_propernoun,neutral
addictive_adjective,positive
addin_noun,positive
addison_propernoun,positive
addition_noun,neutral
additional_adjective,neutral
additional_propernoun,negative
additive_adjective,positive
additive_noun,positive
additive_propernoun,positive
addle-head_noun,positive
addle_verb,positive
addlebrained_adjective,neutral
addled_adjective,negative
addlehead_noun,positive
addlepated_adjective,neutral
addo_propernoun,positive
addport_noun,positive
address_noun,positive
address_propernoun,neutral
address_verb,positive
addressbook_noun,positive
addressed_adjective,negative
addressee_noun,negative
adduce_verb,positive
adducent_adjective,negative
adduct_verb,positive
adducting_adjective,negative
adductive_adjective,negative
addy_adjective,negative
adec_noun,positive
adel_noun,negative
adelaide_propernoun,neutral
adenine_noun,negative
adenine_propernoun,negative
adenoid_noun,negative
adenoidal_adjective,negative
adenoma_noun,negative
adenomatous_adjective,negative
adenomyosarcoma_noun,neutral
adenomyosis_noun,negative
adenosine_noun,negative
adenovirus_noun,positive
adept_adjective,positive
adept_noun,positive
adeptia_noun,positive
adeptness_noun,positive
adequacy_noun,neutral
adequacy_propernoun,positive
adequate_adjective,positive
adequate_propernoun,positive
adequateness_noun,positive
adermin_noun,negative
adh_noun,neutral
adhd_noun,neutral
adhd_propernoun,negative
adhere_verb,neutral
adherence_noun,positive
adherent_adjective,positive
adherent_noun,positive
adhering_adjective,neutral
adhesion_noun,positive
adhesive_adjective,positive
adhesive_noun,positive
adhesive_propernoun,negative
adhesiveness_noun,positive
adiabatic_adjective,negative
adicts_propernoun,negative
adidas_noun,positive
adidas_propernoun,positive
adience_noun,negative
adient_adjective,negative
adieu_noun,positive
adifferent_noun,negative
adios_noun,positive
adipex_noun,neutral
adipex_propernoun,negative
adipex_verb,positive
adipogenic_adjective,positive
adipose_noun,negative
adiposeness_noun,negative
adiposis_noun,positive
adiposity_noun,negative
adirondack_noun,positive
adirondack_propernoun,positive
adisk_noun,negative
adjacency_noun,negative
adjacency_propernoun,positive
adjacent_adjective,negative
adjacent_propernoun,neutral
adjectival_adjective,negative
adjective_adjective,negative
adjoin_verb,positive
adjoining_adjective,positive
adjourn_verb,neutral
adjournment_noun,negative
adjudge_verb,positive
adjudicate_verb,positive
adjudication_noun,neutral
adjudication_propernoun,negative
adjudicative_adjective,neutral
adjudicatory_adjective,neutral
adjunct_adjective,positive
adjunct_noun,positive
adjunction_noun,positive
adjure_verb,negative
adjust_verb,positive
adjustability_noun,neutral
adjustable_adjective,positive
adjustable_propernoun,positive
adjusted_adjective,neutral
adjuster_noun,neutral
adjusting_noun,positive
adjustment_noun,positive
adjustment_propernoun,neutral
adjustor_noun,neutral
adjutant_noun,negative
adjuvant_adjective,positive
adknowledge_propernoun,negative
adl_propernoun,positive
adler_propernoun,neutral
adm_propernoun,negative
adman_noun,positive
admin_adjective,neutral
admin_noun,neutral
admin_propernoun,neutral
administer_verb,neutral
administered_propernoun,negative
administering_propernoun,neutral
administrasie_propernoun,negative
administrate_verb,positive
administration_noun,neutral
administration_propernoun,neutral
administrative_adjective,neutral
administrative_propernoun,neutral
administrator_noun,neutral
administrator_propernoun,neutral
adminitration_noun,positive
adminrest_propernoun,positive
admins_noun,negative
adminstration_noun,negative
admirability_noun,neutral
admirable_adjective,positive
admirableness_noun,neutral
admiral_noun,positive
admiration_noun,positive
admire_verb,positive
admirer_noun,positive
admiring_adjective,negative
admissibility_adjective,positive
admissibility_noun,positive
admissible_adjective,positive
admission_noun,positive
admission_propernoun,neutral
admit_verb,positive
admittable_adjective,neutral
admittance_noun,positive
admittible_adjective,neutral
admitting_propernoun,positive
admixture_noun,neutral
admonish_verb,negative
admonisher_noun,neutral
admonishing_adjective,neutral
admonishment_noun,positive
admonition_noun,positive
admonitory_adjective,neutral
adms_noun,negative
adnam_propernoun,positive
adnate_adjective,negative
adnexa_noun,neutral
adnexal_adjective,neutral
ado_noun,positive
adobe_noun,positive
adobe_propernoun,neutral
adodb_noun,negative
adolescence_noun,negative
adolescent_adjective,positive
adolescent_noun,neutral
adolescent_propernoun,neutral
adolf_propernoun,negative
adolphs_noun,positive
adopt_propernoun,negative
adopt_verb,neutral
adoptable_adjective,negative
adopted_adjective,negative
adoption_noun,neutral
adoption_propernoun,neutral
adoptive_adjective,positive
adora_propernoun,positive
adorability_noun,neutral
adorable_adjective,positive
adorableness_noun,neutral
adoration_noun,neutral
adore_propernoun,negative
adore_verb,positive
adored_adjective,neutral
adoring_adjective,positive
adoring_noun,negative
adorn_verb,positive
adorned_adjective,negative
adorning_noun,positive
adornment_noun,positive
adpressed_adjective,neutral
adr_propernoun,positive
adrants_propernoun,negative
adrenal_adjective,negative
adrenalectomy_noun,neutral
adrenalin_noun,positive
adrenaline_adjective,positive
adrenaline_noun,positive
adrenaline_propernoun,positive
adrenergic_adjective,negative
adrenocorticotrophic_adjective,neutral
adrenocorticotrophin_noun,negative
adrenocorticotropic_adjective,neutral
adrenocorticotropin_noun,negative
